date,crop,region,pricePerKg,quantitySoldKg
2026-03-11,rice,"Nashik, Maharashtra",24.96,962
2026-03-18,rice,"Nashik, Maharashtra",24.1,703
2026-03-25,rice,"Nashik, Maharashtra",25.24,842
2026-04-01,rice,"Nashik, Maharashtra",24.71,719
2026-04-08,rice,"Nashik, Maharashtra",25.1,1066
2026-04-15,rice,"Nashik, Maharashtra",23.38,377
2026-04-22,rice,"Nashik, Maharashtra",23.2,1012
2026-04-29,rice,"Nashik, Maharashtra",24.53,1042
2026-05-06,rice,"Nashik, Maharashtra",24.78,221
2026-05-13,rice,"Nashik, Maharashtra",26.34,1082
2026-05-20,rice,"Nashik, Maharashtra",25.03,572
2026-05-27,rice,"Nashik, Maharashtra",24.64,1120
2026-06-03,rice,"Nashik, Maharashtra",28.01,735
2026-06-10,rice,"Nashik, Maharashtra",27.44,1184
2026-06-17,rice,"Nashik, Maharashtra",27.58,691
2026-06-24,rice,"Nashik, Maharashtra",29.14,1020
2026-07-01,rice,"Nashik, Maharashtra",34.23,744
2026-07-08,rice,"Nashik, Maharashtra",33.59,400
2026-07-15,rice,"Nashik, Maharashtra",32.55,328
2026-07-22,rice,"Nashik, Maharashtra",32.82,730
2026-07-29,rice,"Nashik, Maharashtra",34.37,242
2025-01-01,rice,"Indore, MP",29.38,776
2025-01-08,rice,"Indore, MP",31.14,1312
2025-01-15,rice,"Indore, MP",28.63,1091
2025-01-22,rice,"Indore, MP",29.98,1471
2025-01-29,rice,"Indore, MP",29.46,717
2025-02-05,rice,"Indore, MP",25.36,313
2025-02-12,rice,"Indore, MP",27.11,692
2025-02-19,rice,"Indore, MP",26.65,904
2025-02-26,rice,"Indore, MP",26.5,199
2025-03-05,rice,"Indore, MP",24.2,404
2025-03-12,rice,"Indore, MP",22.67,731
2025-03-19,rice,"Indore, MP",22.55,936
2025-03-26,rice,"Indore, MP",22.9,376
2025-04-02,rice,"Indore, MP",23.44,470
2025-04-09,rice,"Indore, MP",21.83,1028
2025-04-16,rice,"Indore, MP",21.52,986
2025-04-23,rice,"Indore, MP",21.86,276
2025-04-30,rice,"Indore, MP",22.13,320
2025-05-07,rice,"Indore, MP",24.11,182
2025-05-14,rice,"Indore, MP",22.6,961
2025-05-21,rice,"Indore, MP",23.15,486
2025-05-28,rice,"Indore, MP",23.02,210
2025-06-04,rice,"Indore, MP",27.24,773
2025-06-11,rice,"Indore, MP",27.28,716
2025-06-18,rice,"Indore, MP",27.39,758
2025-06-25,rice,"Indore, MP",25.63,748
2025-07-02,rice,"Indore, MP",31.87,256
2025-07-09,rice,"Indore, MP",31.41,1327
2025-07-16,rice,"Indore, MP",30.64,795
2025-07-23,rice,"Indore, MP",32.02,279
2025-07-30,rice,"Indore, MP",30.57,722
2025-08-06,rice,"Indore, MP",35.13,942
2025-08-13,rice,"Indore, MP",35.94,332
2025-08-20,rice,"Indore, MP",33.11,1114
2025-08-27,rice,"Indore, MP",33.09,627
2025-09-03,rice,"Indore, MP",37.94,1110
2025-09-10,rice,"Indore, MP",36.82,1816
2025-09-17,rice,"Indore, MP",37.62,960
2025-09-24,rice,"Indore, MP",37.94,400
2025-10-01,rice,"Indore, MP",39.39,1635
2025-10-08,rice,"Indore, MP",39.23,1499
2025-10-15,rice,"Indore, MP",39.54,599
2025-10-22,rice,"Indore, MP",38.53,621
2025-10-29,rice,"Indore, MP",38.13,986
2025-11-05,rice,"Indore, MP",37.44,393
2025-11-12,rice,"Indore, MP",37.51,1295
2025-11-19,rice,"Indore, MP",37.35,484
2025-11-26,rice,"Indore, MP",39.46,349
2025-12-03,rice,"Indore, MP",36.21,361
2025-12-10,rice,"Indore, MP",33.66,1305
2025-12-17,rice,"Indore, MP",36.2,1038
2025-12-24,rice,"Indore, MP",35.45,1046
2025-12-31,rice,"Indore, MP",34.58,403
2026-01-07,rice,"Indore, MP",30.84,1064
2026-01-14,rice,"Indore, MP",32.11,1328
2026-01-21,rice,"Indore, MP",32.05,1458
2026-01-28,rice,"Indore, MP",31.7,657
2026-02-04,rice,"Indore, MP",27.7,416
2026-02-11,rice,"Indore, MP",27.94,430
2026-02-18,rice,"Indore, MP",26.46,1136
2026-02-25,rice,"Indore, MP",27.2,1042
2026-03-04,rice,"Indore, MP",24.88,978
2026-03-11,rice,"Indore, MP",25.58,1149
2026-03-18,rice,"Indore, MP",25.53,781
2026-03-25,rice,"Indore, MP",25.12,183
2026-04-01,rice,"Indore, MP",24.75,958
2026-04-08,rice,"Indore, MP",23.2,325
2026-04-15,rice,"Indore, MP",24.26,451
2026-04-22,rice,"Indore, MP",23.42,155
2026-04-29,rice,"Indore, MP",24.7,702
2026-05-06,rice,"Indore, MP",24.66,301
2026-05-13,rice,"Indore, MP",25.26,187
2026-05-20,rice,"Indore, MP",25.56,375
2026-05-27,rice,"Indore, MP",24.77,503
2026-06-03,rice,"Indore, MP",27.55,995
2026-06-10,rice,"Indore, MP",28.71,820
2026-06-17,rice,"Indore, MP",26.8,234
2026-06-24,rice,"Indore, MP",27.03,877
2026-07-01,rice,"Indore, MP",32.57,553
2026-07-08,rice,"Indore, MP",32.57,831
2026-07-15,rice,"Indore, MP",31.89,555
2026-07-22,rice,"Indore, MP",32.92,347
2026-07-29,rice,"Indore, MP",31.91,568
2025-01-01,rice,"Dehradun, Uttarakhand",30.15,832
2025-01-08,rice,"Dehradun, Uttarakhand",30.15,259
2025-01-15,rice,"Dehradun, Uttarakhand",29.37,979
2025-01-22,rice,"Dehradun, Uttarakhand",28.25,591
2025-01-29,rice,"Dehradun, Uttarakhand",28.88,378
2025-02-05,rice,"Dehradun, Uttarakhand",25.41,548
2025-02-12,rice,"Dehradun, Uttarakhand",24.79,1024
2025-02-19,rice,"Dehradun, Uttarakhand",25.25,607
2025-02-26,rice,"Dehradun, Uttarakhand",26.65,744
2025-03-05,rice,"Dehradun, Uttarakhand",24.19,977
2025-03-12,rice,"Dehradun, Uttarakhand",22.43,1034
2025-03-19,rice,"Dehradun, Uttarakhand",22.38,175
2025-03-26,rice,"Dehradun, Uttarakhand",24.47,1034
2025-04-02,rice,"Dehradun, Uttarakhand",22.67,709
2025-04-09,rice,"Dehradun, Uttarakhand",22.99,557
2025-04-16,rice,"Dehradun, Uttarakhand",21.67,170
2025-04-23,rice,"Dehradun, Uttarakhand",22.17,931
2025-04-30,rice,"Dehradun, Uttarakhand",22.85,961
2025-05-07,rice,"Dehradun, Uttarakhand",24.61,246
2025-05-14,rice,"Dehradun, Uttarakhand",24.45,404
2025-05-21,rice,"Dehradun, Uttarakhand",23.87,690
2025-05-28,rice,"Dehradun, Uttarakhand",23.44,472
2025-06-04,rice,"Dehradun, Uttarakhand",26.05,553
2025-06-11,rice,"Dehradun, Uttarakhand",25.62,755
2025-06-18,rice,"Dehradun, Uttarakhand",25.5,755
2025-06-25,rice,"Dehradun, Uttarakhand",27.63,572
2025-07-02,rice,"Dehradun, Uttarakhand",31.06,1264
2025-07-09,rice,"Dehradun, Uttarakhand",31.36,507
2025-07-16,rice,"Dehradun, Uttarakhand",29.35,456
2025-07-23,rice,"Dehradun, Uttarakhand",30.77,1188
2025-07-30,rice,"Dehradun, Uttarakhand",30.96,430
2025-08-06,rice,"Dehradun, Uttarakhand",35.27,947
2025-08-13,rice,"Dehradun, Uttarakhand",35.24,1336
2025-08-20,rice,"Dehradun, Uttarakhand",34.22,1576
2025-08-27,rice,"Dehradun, Uttarakhand",34.65,1154
2025-09-03,rice,"Dehradun, Uttarakhand",37.73,1610
2025-09-10,rice,"Dehradun, Uttarakhand",37.77,482
2025-09-17,rice,"Dehradun, Uttarakhand",35.72,942
2025-09-24,rice,"Dehradun, Uttarakhand",36.63,677
2025-10-01,rice,"Dehradun, Uttarakhand",36.73,1074
2025-10-08,rice,"Dehradun, Uttarakhand",37.74,984
2025-10-15,rice,"Dehradun, Uttarakhand",36.8,1601
2025-10-22,rice,"Dehradun, Uttarakhand",36.91,1654
2025-10-29,rice,"Dehradun, Uttarakhand",39.95,1249
2025-11-05,rice,"Dehradun, Uttarakhand",37.6,975
2025-11-12,rice,"Dehradun, Uttarakhand",37.82,1495
2025-11-19,rice,"Dehradun, Uttarakhand",39.14,954
2025-11-26,rice,"Dehradun, Uttarakhand",38.85,1274
2025-12-03,rice,"Dehradun, Uttarakhand",34.26,920
2025-12-10,rice,"Dehradun, Uttarakhand",33.69,315
2025-12-17,rice,"Dehradun, Uttarakhand",33.56,1539
2025-12-24,rice,"Dehradun, Uttarakhand",34.43,1269
2025-12-31,rice,"Dehradun, Uttarakhand",35.02,477
2026-01-07,rice,"Dehradun, Uttarakhand",30.36,769
2026-01-14,rice,"Dehradun, Uttarakhand",30.99,879
2026-01-21,rice,"Dehradun, Uttarakhand",30.14,684
2026-01-28,rice,"Dehradun, Uttarakhand",30.56,731
2026-02-04,rice,"Dehradun, Uttarakhand",26.91,855
2026-02-11,rice,"Dehradun, Uttarakhand",28.17,911
2026-02-18,rice,"Dehradun, Uttarakhand",26.22,282
2026-02-25,rice,"Dehradun, Uttarakhand",27.92,498
2026-03-04,rice,"Dehradun, Uttarakhand",25.13,825
2026-03-11,rice,"Dehradun, Uttarakhand",25.61,1046
2026-03-18,rice,"Dehradun, Uttarakhand",24.22,750
2026-03-25,rice,"Dehradun, Uttarakhand",23.77,513
2026-04-01,rice,"Dehradun, Uttarakhand",24.72,831
2026-04-08,rice,"Dehradun, Uttarakhand",23.39,730
2026-04-15,rice,"Dehradun, Uttarakhand",24.7,451
2026-04-22,rice,"Dehradun, Uttarakhand",23.39,921
2026-04-29,rice,"Dehradun, Uttarakhand",24.45,803
2026-05-06,rice,"Dehradun, Uttarakhand",25.6,909
2026-05-13,rice,"Dehradun, Uttarakhand",25.27,692
2026-05-20,rice,"Dehradun, Uttarakhand",25.19,587
2026-05-27,rice,"Dehradun, Uttarakhand",24.51,526
2026-06-03,rice,"Dehradun, Uttarakhand",26.89,418
2026-06-10,rice,"Dehradun, Uttarakhand",29.05,728
2026-06-17,rice,"Dehradun, Uttarakhand",27.07,331
2026-06-24,rice,"Dehradun, Uttarakhand",26.68,1135
2026-07-01,rice,"Dehradun, Uttarakhand",30.6,1202
2026-07-08,rice,"Dehradun, Uttarakhand",32.96,1348
2026-07-15,rice,"Dehradun, Uttarakhand",30.45,637
2026-07-22,rice,"Dehradun, Uttarakhand",32.8,370
2026-07-29,rice,"Dehradun, Uttarakhand",31.59,410
2025-01-01,onion,"Sonipat, Haryana",25.64,1462
2025-01-08,onion,"Sonipat, Haryana",25.51,505
2025-01-15,onion,"Sonipat, Haryana",22.93,893
2025-01-22,onion,"Sonipat, Haryana",24.63,618
2025-01-29,onion,"Sonipat, Haryana",23.02,693
2025-02-05,onion,"Sonipat, Haryana",23.29,881
2025-02-12,onion,"Sonipat, Haryana",21.91,677
2025-02-19,onion,"Sonipat, Haryana",23.72,910
2025-02-26,onion,"Sonipat, Haryana",23.92,762
2025-03-05,onion,"Sonipat, Haryana",21.93,1479
2025-03-12,onion,"Sonipat, Haryana",19.13,566
2025-03-19,onion,"Sonipat, Haryana",18.69,885
2025-03-26,onion,"Sonipat, Haryana",22.11,1261
2025-04-02,onion,"Sonipat, Haryana",18.52,332
2025-04-09,onion,"Sonipat, Haryana",15.73,904
2025-04-16,onion,"Sonipat, Haryana",18.93,805
2025-04-23,onion,"Sonipat, Haryana",15.0,1137
2025-04-30,onion,"Sonipat, Haryana",18.85,499
2025-05-07,onion,"Sonipat, Haryana",16.49,434
2025-05-14,onion,"Sonipat, Haryana",17.16,306
2025-05-21,onion,"Sonipat, Haryana",15.02,1120
2025-05-28,onion,"Sonipat, Haryana",14.05,616
2025-06-04,onion,"Sonipat, Haryana",14.02,176
2025-06-11,onion,"Sonipat, Haryana",12.73,639
2025-06-18,onion,"Sonipat, Haryana",13.55,1119
2025-06-25,onion,"Sonipat, Haryana",14.17,177
2025-07-02,onion,"Sonipat, Haryana",17.39,1011
2025-07-09,onion,"Sonipat, Haryana",16.11,962
2025-07-16,onion,"Sonipat, Haryana",13.75,448
2025-07-23,onion,"Sonipat, Haryana",16.97,865
2025-07-30,onion,"Sonipat, Haryana",13.78,875
2025-08-06,onion,"Sonipat, Haryana",17.01,180
2025-08-13,onion,"Sonipat, Haryana",15.11,466
2025-08-20,onion,"Sonipat, Haryana",19.05,799
2025-08-27,onion,"Sonipat, Haryana",18.51,775
2025-09-03,onion,"Sonipat, Haryana",17.51,574
2025-09-10,onion,"Sonipat, Haryana",18.66,262
2025-09-17,onion,"Sonipat, Haryana",19.38,1232
2025-09-24,onion,"Sonipat, Haryana",19.62,344
2025-10-01,onion,"Sonipat, Haryana",25.1,1097
2025-10-08,onion,"Sonipat, Haryana",19.15,978
2025-10-15,onion,"Sonipat, Haryana",20.69,434
2025-10-22,onion,"Sonipat, Haryana",21.97,1124
2025-10-29,onion,"Sonipat, Haryana",20.72,834
2025-11-05,onion,"Sonipat, Haryana",25.52,378
2025-11-12,onion,"Sonipat, Haryana",27.8,350
2025-11-19,onion,"Sonipat, Haryana",24.55,1045
2025-11-26,onion,"Sonipat, Haryana",27.96,1119
2025-12-03,onion,"Sonipat, Haryana",24.25,1013
2025-12-10,onion,"Sonipat, Haryana",26.12,1844
2025-12-17,onion,"Sonipat, Haryana",23.27,276
2025-12-24,onion,"Sonipat, Haryana",27.33,810
2025-12-31,onion,"Sonipat, Haryana",26.93,1270
2026-01-07,onion,"Sonipat, Haryana",26.52,1405
2026-01-14,onion,"Sonipat, Haryana",23.31,313
2026-01-21,onion,"Sonipat, Haryana",24.9,1529
2026-01-28,onion,"Sonipat, Haryana",22.19,1475
2026-02-04,onion,"Sonipat, Haryana",22.52,1242
2026-02-11,onion,"Sonipat, Haryana",23.68,1411
2026-02-18,onion,"Sonipat, Haryana",19.81,1360
2026-02-25,onion,"Sonipat, Haryana",22.53,654
2026-03-04,onion,"Sonipat, Haryana",17.53,459
2026-03-11,onion,"Sonipat, Haryana",17.53,1413
2026-03-18,onion,"Sonipat, Haryana",20.44,1485
2026-03-25,onion,"Sonipat, Haryana",20.62,529
2026-04-01,onion,"Sonipat, Haryana",19.19,392
2026-04-08,onion,"Sonipat, Haryana",17.08,1063
2026-04-15,onion,"Sonipat, Haryana",19.82,552
2026-04-22,onion,"Sonipat, Haryana",15.87,593
2026-04-29,onion,"Sonipat, Haryana",19.99,1020
2026-05-06,onion,"Sonipat, Haryana",17.94,550
2026-05-13,onion,"Sonipat, Haryana",18.34,662
2026-05-20,onion,"Sonipat, Haryana",16.06,1098
2026-05-27,onion,"Sonipat, Haryana",16.18,972
2026-06-03,onion,"Sonipat, Haryana",16.46,226
2026-06-10,onion,"Sonipat, Haryana",15.9,951
2026-06-17,onion,"Sonipat, Haryana",15.65,463
2026-06-24,onion,"Sonipat, Haryana",13.51,794
2026-07-01,onion,"Sonipat, Haryana",15.22,770
2026-07-08,onion,"Sonipat, Haryana",15.81,859
2026-07-15,onion,"Sonipat, Haryana",15.46,199
2026-07-22,onion,"Sonipat, Haryana",18.0,515
2026-07-29,onion,"Sonipat, Haryana",18.64,436
2025-01-01,onion,"Nashik, Maharashtra",27.08,1742
2025-01-08,onion,"Nashik, Maharashtra",20.67,1251
2025-01-15,onion,"Nashik, Maharashtra",22.74,1510
2025-01-22,onion,"Nashik, Maharashtra",25.02,1750
2025-01-29,onion,"Nashik, Maharashtra",21.22,1204
2025-02-05,onion,"Nashik, Maharashtra",23.85,275
2025-02-12,onion,"Nashik, Maharashtra",19.16,1363
2025-02-19,onion,"Nashik, Maharashtra",21.16,784
2025-02-26,onion,"Nashik, Maharashtra",22.51,1109
2025-03-05,onion,"Nashik, Maharashtra",20.68,1433
2025-03-12,onion,"Nashik, Maharashtra",18.89,1192
2025-03-19,onion,"Nashik, Maharashtra",20.1,888
2025-03-26,onion,"Nashik, Maharashtra",19.08,1044
2025-04-02,onion,"Nashik, Maharashtra",15.95,304
2025-04-09,onion,"Nashik, Maharashtra",18.48,742
2025-04-16,onion,"Nashik, Maharashtra",16.69,813
2025-04-23,onion,"Nashik, Maharashtra",16.05,471
2025-04-30,onion,"Nashik, Maharashtra",17.03,1308
2025-05-07,onion,"Nashik, Maharashtra",14.51,1090
2025-05-14,onion,"Nashik, Maharashtra",15.49,281
2025-05-21,onion,"Nashik, Maharashtra",17.19,617
2025-05-28,onion,"Nashik, Maharashtra",17.42,610
2025-06-04,onion,"Nashik, Maharashtra",13.06,814
2025-06-11,onion,"Nashik, Maharashtra",16.47,461
2025-06-18,onion,"Nashik, Maharashtra",14.25,213
2025-06-25,onion,"Nashik, Maharashtra",15.14,1019
2025-07-02,onion,"Nashik, Maharashtra",17.28,881
2025-07-09,onion,"Nashik, Maharashtra",17.65,806
2025-07-16,onion,"Nashik, Maharashtra",17.04,674
2025-07-23,onion,"Nashik, Maharashtra",13.89,361
2025-07-30,onion,"Nashik, Maharashtra",13.99,961
2025-08-06,onion,"Nashik, Maharashtra",15.05,805
2025-08-13,onion,"Nashik, Maharashtra",16.86,1089
2025-08-20,onion,"Nashik, Maharashtra",17.84,871
2025-08-27,onion,"Nashik, Maharashtra",15.4,526
2025-09-03,onion,"Nashik, Maharashtra",23.13,1134
2025-09-10,onion,"Nashik, Maharashtra",20.29,1199
2025-09-17,onion,"Nashik, Maharashtra",22.11,295
2025-09-24,onion,"Nashik, Maharashtra",23.03,1035
2025-10-01,onion,"Nashik, Maharashtra",22.38,1219
2025-10-08,onion,"Nashik, Maharashtra",21.68,1509
2025-10-15,onion,"Nashik, Maharashtra",24.68,1160
2025-10-22,onion,"Nashik, Maharashtra",20.61,1638
2025-10-29,onion,"Nashik, Maharashtra",22.34,1556
2025-11-05,onion,"Nashik, Maharashtra",21.39,439
2025-11-12,onion,"Nashik, Maharashtra",22.13,503
2025-11-19,onion,"Nashik, Maharashtra",23.41,1365
2025-11-26,onion,"Nashik, Maharashtra",23.61,1731
2025-12-03,onion,"Nashik, Maharashtra",28.47,1624
2025-12-10,onion,"Nashik, Maharashtra",23.57,1281
2025-12-17,onion,"Nashik, Maharashtra",25.89,453
2025-12-24,onion,"Nashik, Maharashtra",24.02,1116
2025-12-31,onion,"Nashik, Maharashtra",25.57,524
2026-01-07,onion,"Nashik, Maharashtra",28.19,487
2026-01-14,onion,"Nashik, Maharashtra",26.1,1382
2026-01-21,onion,"Nashik, Maharashtra",25.72,1575
2026-01-28,onion,"Nashik, Maharashtra",25.43,1548
2026-02-04,onion,"Nashik, Maharashtra",19.83,291
2026-02-11,onion,"Nashik, Maharashtra",24.1,1068
2026-02-18,onion,"Nashik, Maharashtra",24.19,1346
2026-02-25,onion,"Nashik, Maharashtra",22.59,1159
2026-03-04,onion,"Nashik, Maharashtra",20.6,1015
2026-03-11,onion,"Nashik, Maharashtra",19.33,1443
2026-03-18,onion,"Nashik, Maharashtra",20.54,1246
2026-03-25,onion,"Nashik, Maharashtra",21.81,586
2026-04-01,onion,"Nashik, Maharashtra",15.78,243
2026-04-08,onion,"Nashik, Maharashtra",17.79,725
2026-04-15,onion,"Nashik, Maharashtra",16.52,865
2026-04-22,onion,"Nashik, Maharashtra",17.13,992
2026-04-29,onion,"Nashik, Maharashtra",19.44,1154
2026-05-06,onion,"Nashik, Maharashtra",18.6,289
2026-05-13,onion,"Nashik, Maharashtra",15.66,728
2026-05-20,onion,"Nashik, Maharashtra",15.43,631
2026-05-27,onion,"Nashik, Maharashtra",15.19,409
2026-06-03,onion,"Nashik, Maharashtra",13.75,432
2026-06-10,onion,"Nashik, Maharashtra",15.11,749
2026-06-17,onion,"Nashik, Maharashtra",14.49,993
2026-06-24,onion,"Nashik, Maharashtra",14.08,469
2026-07-01,onion,"Nashik, Maharashtra",16.78,475
2026-07-08,onion,"Nashik, Maharashtra",17.71,664
2026-07-15,onion,"Nashik, Maharashtra",16.5,664
2026-07-22,onion,"Nashik, Maharashtra",15.5,180
2026-07-29,onion,"Nashik, Maharashtra",18.66,671
2025-01-01,onion,"Indore, MP",27.26,583
2025-01-08,onion,"Indore, MP",22.88,323
2025-01-15,onion,"Indore, MP",23.92,1638
2025-01-22,onion,"Indore, MP",25.09,987
2025-01-29,onion,"Indore, MP",24.27,1583
2025-02-05,onion,"Indore, MP",21.76,1515
2025-02-12,onion,"Indore, MP",23.76,1342
2025-02-19,onion,"Indore, MP",21.37,810
2025-02-26,onion,"Indore, MP",22.75,509
2025-03-05,onion,"Indore, MP",20.14,295
2025-03-12,onion,"Indore, MP",19.87,1193
2025-03-19,onion,"Indore, MP",18.55,1485
2025-03-26,onion,"Indore, MP",20.96,354
2025-04-02,onion,"Indore, MP",19.9,623
2025-04-09,onion,"Indore, MP",18.97,560
2025-04-16,onion,"Indore, MP",19.75,1033
2025-04-23,onion,"Indore, MP",15.89,754
2025-04-30,onion,"Indore, MP",17.48,226
2025-05-07,onion,"Indore, MP",13.96,495
2025-05-14,onion,"Indore, MP",15.56,622
2025-05-21,onion,"Indore, MP",16.2,681
2025-05-28,onion,"Indore, MP",14.9,781
2025-06-04,onion,"Indore, MP",13.53,1115
2025-06-11,onion,"Indore, MP",16.15,441
2025-06-18,onion,"Indore, MP",14.34,957
2025-06-25,onion,"Indore, MP",15.25,841
2025-07-02,onion,"Indore, MP",14.84,987
2025-07-09,onion,"Indore, MP",15.18,842
2025-07-16,onion,"Indore, MP",18.1,751
2025-07-23,onion,"Indore, MP",17.24,895
2025-07-30,onion,"Indore, MP",16.74,183
2025-08-06,onion,"Indore, MP",17.58,1275
2025-08-13,onion,"Indore, MP",19.24,1057
2025-08-20,onion,"Indore, MP",18.16,995
2025-08-27,onion,"Indore, MP",18.21,368
2025-09-03,onion,"Indore, MP",21.11,1005
2025-09-10,onion,"Indore, MP",22.42,392
2025-09-17,onion,"Indore, MP",21.47,241
2025-09-24,onion,"Indore, MP",23.12,342
2025-10-01,onion,"Indore, MP",19.64,683
2025-10-08,onion,"Indore, MP",20.57,1234
2025-10-15,onion,"Indore, MP",22.37,1358
2025-10-22,onion,"Indore, MP",25.92,1501
2025-10-29,onion,"Indore, MP",24.67,316
2025-11-05,onion,"Indore, MP",22.23,571
2025-11-12,onion,"Indore, MP",23.65,1290
2025-11-19,onion,"Indore, MP",25.17,739
2025-11-26,onion,"Indore, MP",22.55,1685
2025-12-03,onion,"Indore, MP",24.5,825
2025-12-10,onion,"Indore, MP",27.84,1421
2025-12-17,onion,"Indore, MP",26.87,1376
2025-12-24,onion,"Indore, MP",26.64,562
2025-12-31,onion,"Indore, MP",23.85,1156
2026-01-07,onion,"Indore, MP",23.07,1781
2026-01-14,onion,"Indore, MP",23.64,700
2026-01-21,onion,"Indore, MP",22.98,1358
2026-01-28,onion,"Indore, MP",23.83,794
2026-02-04,onion,"Indore, MP",26.37,1388
2026-02-11,onion,"Indore, MP",21.77,403
2026-02-18,onion,"Indore, MP",24.62,780
2026-02-25,onion,"Indore, MP",26.77,1421
2026-03-04,onion,"Indore, MP",23.66,1246
2026-03-11,onion,"Indore, MP",19.53,573
2026-03-18,onion,"Indore, MP",22.2,650
2026-03-25,onion,"Indore, MP",20.52,533
2026-04-01,onion,"Indore, MP",18.17,404
2026-04-08,onion,"Indore, MP",18.51,1236
2026-04-15,onion,"Indore, MP",19.4,331
2026-04-22,onion,"Indore, MP",18.97,842
2026-04-29,onion,"Indore, MP",16.93,936
2026-05-06,onion,"Indore, MP",16.6,806
2026-05-13,onion,"Indore, MP",14.25,577
2026-05-20,onion,"Indore, MP",17.55,259
2026-05-27,onion,"Indore, MP",17.83,161
2026-06-03,onion,"Indore, MP",16.04,1055
2026-06-10,onion,"Indore, MP",15.37,1061
2026-06-17,onion,"Indore, MP",17.63,615
2026-06-24,onion,"Indore, MP",14.42,1089
2026-07-01,onion,"Indore, MP",15.68,814
2026-07-08,onion,"Indore, MP",18.61,247
2026-07-15,onion,"Indore, MP",16.97,701
2026-07-22,onion,"Indore, MP",17.72,1110
2026-07-29,onion,"Indore, MP",18.69,335
2025-01-01,onion,"Dehradun, Uttarakhand",24.87,521
2025-01-08,onion,"Dehradun, Uttarakhand",25.15,1820
2025-01-15,onion,"Dehradun, Uttarakhand",21.67,1026
2025-01-22,onion,"Dehradun, Uttarakhand",25.31,1764
2025-01-29,onion,"Dehradun, Uttarakhand",25.26,1629
2025-02-05,onion,"Dehradun, Uttarakhand",17.68,1055
2025-02-12,onion,"Dehradun, Uttarakhand",18.31,1662
2025-02-19,onion,"Dehradun, Uttarakhand",19.43,1671
2025-02-26,onion,"Dehradun, Uttarakhand",21.07,947
2025-03-05,onion,"Dehradun, Uttarakhand",20.94,1306
2025-03-12,onion,"Dehradun, Uttarakhand",18.34,450
2025-03-19,onion,"Dehradun, Uttarakhand",16.38,411
2025-03-26,onion,"Dehradun, Uttarakhand",18.33,534
2025-04-02,onion,"Dehradun, Uttarakhand",14.72,1012
2025-04-09,onion,"Dehradun, Uttarakhand",17.69,820
2025-04-16,onion,"Dehradun, Uttarakhand",17.54,374
2025-04-23,onion,"Dehradun, Uttarakhand",18.04,1195
2025-04-30,onion,"Dehradun, Uttarakhand",17.91,761
2025-05-07,onion,"Dehradun, Uttarakhand",12.81,838
2025-05-14,onion,"Dehradun, Uttarakhand",13.25,299
2025-05-21,onion,"Dehradun, Uttarakhand",13.87,409
2025-05-28,onion,"Dehradun, Uttarakhand",13.61,396
2025-06-04,onion,"Dehradun, Uttarakhand",15.12,1080
2025-06-11,onion,"Dehradun, Uttarakhand",13.23,854
2025-06-18,onion,"Dehradun, Uttarakhand",12.01,787
2025-06-25,onion,"Dehradun, Uttarakhand",14.91,210
2025-07-02,onion,"Dehradun, Uttarakhand",13.05,469
2025-07-09,onion,"Dehradun, Uttarakhand",14.33,668
2025-07-16,onion,"Dehradun, Uttarakhand",16.51,873
2025-07-23,onion,"Dehradun, Uttarakhand",13.94,276
2025-07-30,onion,"Dehradun, Uttarakhand",16.64,457
2025-08-06,onion,"Dehradun, Uttarakhand",17.1,424
2025-08-13,onion,"Dehradun, Uttarakhand",14.73,349
2025-08-20,onion,"Dehradun, Uttarakhand",17.79,864
2025-08-27,onion,"Dehradun, Uttarakhand",16.16,799
2025-09-03,onion,"Dehradun, Uttarakhand",18.8,898
2025-09-10,onion,"Dehradun, Uttarakhand",19.92,483
2025-09-17,onion,"Dehradun, Uttarakhand",17.56,1181
2025-09-24,onion,"Dehradun, Uttarakhand",21.15,306
2025-10-01,onion,"Dehradun, Uttarakhand",21.07,1254
2025-10-08,onion,"Dehradun, Uttarakhand",18.72,1050
2025-10-15,onion,"Dehradun, Uttarakhand",18.63,1025
2025-10-22,onion,"Dehradun, Uttarakhand",21.51,1062
2025-10-29,onion,"Dehradun, Uttarakhand",19.24,704
2025-11-05,onion,"Dehradun, Uttarakhand",23.41,427
2025-11-12,onion,"Dehradun, Uttarakhand",21.23,1165
2025-11-19,onion,"Dehradun, Uttarakhand",20.45,1050
2025-11-26,onion,"Dehradun, Uttarakhand",25.49,960
2025-12-03,onion,"Dehradun, Uttarakhand",24.09,992
2025-12-10,onion,"Dehradun, Uttarakhand",20.83,1001
2025-12-17,onion,"Dehradun, Uttarakhand",26.25,1425
2025-12-24,onion,"Dehradun, Uttarakhand",23.31,1576
2025-12-31,onion,"Dehradun, Uttarakhand",25.86,1189
2026-01-07,onion,"Dehradun, Uttarakhand",20.26,788
2026-01-14,onion,"Dehradun, Uttarakhand",20.41,1815
2026-01-21,onion,"Dehradun, Uttarakhand",26.57,352
2026-01-28,onion,"Dehradun, Uttarakhand",26.59,293
2026-02-04,onion,"Dehradun, Uttarakhand",21.18,1349
2026-02-11,onion,"Dehradun, Uttarakhand",23.53,1655
2026-02-18,onion,"Dehradun, Uttarakhand",22.77,839
2026-02-25,onion,"Dehradun, Uttarakhand",25.07,784
